feature_set,test_season,games,accuracy,log_loss,brier
bullpen_only,2025,2428,0.5556013179571664,0.6804740979824218,0.2437577358816853
team_only,2025,2428,0.5597199341021417,0.6810981661047675,0.24406753806564516
team_plus_bullpen,2025,2428,0.5523064250411862,0.681379711840915,0.24421207385391755
team_plus_starter,2025,2428,0.5539538714991763,0.6827452469061243,0.24486443003806221
team_plus_starter_bullpen,2025,2428,0.5477759472817133,0.6830900600304746,0.24504030046188546
