feature_set,test_season,games,accuracy,log_loss,brier
team_only,2025,2428,0.5597199341021417,0.6810981661047675,0.24406753806564516
team_plus_starter,2025,2428,0.5539538714991763,0.6827452469061243,0.24486443003806221
team_plus_schedule_spot,2025,2428,0.5531301482701813,0.6833761216095704,0.24516140977839546
team_plus_starter_schedule_spot,2025,2428,0.5531301482701813,0.6853871596567731,0.24612203515735293
schedule_spot_only,2025,2428,0.5415980230642504,0.6929150273120228,0.24987170717849402
