feature_set,test_season,games,accuracy,log_loss,brier
team_only,2025,2428,0.5597199341021417,0.6810981661047675,0.24406753806564516
team_plus_lineup_delta,2025,2428,0.549835255354201,0.6815045590740243,0.24429536867456478
team_plus_starter,2025,2428,0.5539538714991763,0.6827452469061243,0.24486443003806221
team_plus_starter_lineup_delta,2025,2428,0.5535420098846787,0.6831225863952954,0.2450824842915486
lineup_delta_only,2025,2428,0.53500823723229,0.689232004382743,0.24805230853573626
