feature_set,seasons_tested,avg_accuracy,avg_log_loss,avg_brier,worst_log_loss,best_log_loss
team_only,2,0.5585754878415197,0.6816183967013286,0.24430253200047902,0.6821386272978898,0.6810981661047675
candidate_v1_1,2,0.5614578409023856,0.680839654929143,0.24393004070248137,0.6820896289998403,0.6795896808584457
