feature_set,test_season,games,accuracy,log_loss,brier,baseline_accuracy,baseline_log_loss,baseline_brier,accuracy_delta,log_loss_delta,brier_delta
candidate_v1_1,2024,2429,0.5607245780156443,0.6820896289998403,0.24450631495170258,0.5574310415808975,0.6821386272978898,0.2445375259353129,0.0032935364347468354,-4.899829804949629e-05,-3.121098361030805e-05
candidate_v1_1,2025,2428,0.5621911037891268,0.6795896808584457,0.24335376645326018,0.5597199341021417,0.6810981661047675,0.24406753806564516,0.0024711696869851307,-0.0015084852463217446,-0.000713771612384978
