feature_set,test_season,games,accuracy,log_loss,brier
team_only,2025,2428,0.5597199341021417,0.6810981661047675,0.24406753806564516
team_plus_environment,2025,2428,0.5531301482701813,0.6826633014434252,0.24484901966998135
team_plus_starter,2025,2428,0.5539538714991763,0.6827452469061243,0.24486443003806221
team_plus_starter_environment,2025,2428,0.5556013179571664,0.6842741882960184,0.245598889846797
environment_only,2025,2428,0.5556013179571664,0.6868485020432197,0.24685452473892447
