feature_set,test_season,games,accuracy,log_loss,brier
candidate_v1_1,2024,2429,0.5607245780156443,0.6820896289998403,0.24450631495170258
candidate_v1_1,2025,2428,0.5621911037891268,0.6795896808584457,0.24335376645326018
