feature_set,test_season,games,accuracy,log_loss,brier
team_only,2025,2428,0.5597199341021417,0.6810981661047675,0.24406753806564516
team_plus_home_road,2025,2428,0.5580724876441515,0.6822766491792948,0.24463721170024
team_plus_starter,2025,2428,0.5539538714991763,0.6827452469061243,0.24486443003806221
team_plus_starter_home_road,2025,2428,0.5481878088962109,0.6840975201649311,0.24552335720772145
home_road_only,2025,2428,0.5510708401976936,0.6871102793770001,0.24669694720499394
